"Year","Question","Area","Area_abbr","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted","Data_Label","Percentile_Range"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Pennsylvania","PA","Total","Total","22.0","20.2","23.9","22.0 (20.2-23.9)","21.9% - 24.6%","51-75th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Puerto Rico","PR","Total","Total","18.0","15.7","20.2","18.0 (15.7-20.2)","13.3% - 19.2%","0-25th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Rhode Island","RI","Total","Total","24.9","23.4","26.5","24.9 (23.4-26.5)","24.7% - 30.2%","76-100th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","South Carolina","SC","Total","Total","20.7","19.3","22.1","20.7 (19.3-22.1)","19.7% - 21.7%","26-50th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","South Dakota","SD","Total","Total","18.2","15.9","20.6","18.2 (15.9-20.6)","13.3% - 19.2%","0-25th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Tennessee","TN","Total","Total","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Texas","TX","Total","Total","21.7","20.5","23.0","21.7 (20.5-23.0)","19.7% - 21.7%","26-50th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","U.S. Virgin Islands","VI","Total","Total","14.3","6.8","21.8","14.3 (6.8-21.8)","13.3% - 19.2%","0-25th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Utah","UT","Total","Total","23.8","22.8","24.7","23.8 (22.8-24.7)","21.9% - 24.6%","51-75th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Vermont","VT","Total","Total","26.4","25.0","27.9","26.4 (25.0-27.9)","24.7% - 30.2%","76-100th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Virginia","VA","Total","Total","21.7","20.2","23.1","21.7 (20.2-23.1)","19.7% - 21.7%","26-50th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Washington","WA","Total","Total","24.6","23.9","25.2","24.6 (23.9-25.2)","21.9% - 24.6%","51-75th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","West Virginia","WV","Total","Total","30.2","28.7","31.7","30.2 (28.7-31.7)","24.7% - 30.2%","76-100th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Wisconsin","WI","Total","Total","24.1","23.0","25.2","24.1 (23.0-25.2)","21.9% - 24.6%","51-75th percentile"
"2024","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Wyoming","WY","Total","Total","24.0","22.3","25.7","24.0 (22.3-25.7)","21.9% - 24.6%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Alabama","AL","Total","Total","22.5","20.8","24.3","22.5 (20.8-24.3)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Alaska","AK","Total","Total","19.5","18.0","20.9","19.5 (18.0-20.9)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Arizona","AZ","Total","Total","18.0","16.9","19.1","18.0 (16.9-19.1)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Arkansas","AR","Total","Total","24.2","22.6","25.8","24.2 (22.6-25.8)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","California","CA","Total","Total","17.0","16.0","17.9","17.0 (16.0-17.9)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Colorado","CO","Total","Total","21.4","20.4","22.5","21.4 (20.4-22.5)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Connecticut","CT","Total","Total","18.7","17.5","20.0","18.7 (17.5-20.0)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Delaware","DE","Total","Total","20.1","18.3","21.8","20.1 (18.3-21.8)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","District of Columbia","DC","Total","Total","21.2","19.0","23.3","21.2 (19.0-23.3)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Florida","FL","Total","Total","16.3","15.1","17.6","16.3 (15.1-17.6)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Georgia","GA","Total","Total","17.7","16.4","18.9","17.7 (16.4-18.9)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Guam","GU","Total","Total","15.4","12.4","18.5","15.4 (12.4-18.5)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Hawaii","HI","Total","Total","13.9","12.8","15.0","13.9 (12.8-15.0)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Idaho","ID","Total","Total","22.9","21.5","24.3","22.9 (21.5-24.3)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Illinois","IL","Total","Total","18.1","16.7","19.6","18.1 (16.7-19.6)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Indiana","IN","Total","Total","24.1","23.1","25.2","24.1 (23.1-25.2)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Iowa","IA","Total","Total","19.2","18.1","20.3","19.2 (18.1-20.3)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Kansas","KS","Total","Total","21.1","20.0","22.3","21.1 (20.0-22.3)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Kentucky","KY","Total","Total","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Louisiana","LA","Total","Total","25.7","24.1","27.3","25.7 (24.1-27.3)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Maine","ME","Total","Total","25.8","24.6","27.0","25.8 (24.6-27.0)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Maryland","MD","Total","Total","17.4","16.4","18.3","17.4 (16.4-18.3)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Massachusetts","MA","Total","Total","22.4","21.1","23.6","22.4 (21.1-23.6)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Michigan","MI","Total","Total","24.1","22.9","25.3","24.1 (22.9-25.3)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Minnesota","MN","Total","Total","23.1","22.2","24.1","23.1 (22.2-24.1)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Mississippi","MS","Total","Total","18.1","16.6","19.6","18.1 (16.6-19.6)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Missouri","MO","Total","Total","23.1","21.8","24.5","23.1 (21.8-24.5)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Montana","MT","Total","Total","24.4","23.1","25.8","24.4 (23.1-25.8)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Nebraska","NE","Total","Total","17.9","16.9","18.9","17.9 (16.9-18.9)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Nevada","NV","Total","Total","20.7","17.9","23.5","20.7 (17.9-23.5)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","New Hampshire","NH","Total","Total","22.0","20.4","23.5","22.0 (20.4-23.5)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","New Jersey","NJ","Total","Total","13.9","12.8","14.9","13.9 (12.8-14.9)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","New Mexico","NM","Total","Total","23.0","20.7","25.3","23.0 (20.7-25.3)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","New York","NY","Total","Total","16.4","15.6","17.2","16.4 (15.6-17.2)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","North Carolina","NC","Total","Total","23.1","21.2","24.9","23.1 (21.2-24.9)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","North Dakota","ND","Total","Total","22.3","20.8","23.8","22.3 (20.8-23.8)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Ohio","OH","Total","Total","25.0","23.9","26.1","25.0 (23.9-26.1)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Oklahoma","OK","Total","Total","25.0","23.7","26.3","25.0 (23.7-26.3)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Oregon","OR","Total","Total","25.8","24.4","27.3","25.8 (24.4-27.3)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Pennsylvania","PA","Total","Total","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Puerto Rico","PR","Total","Total","17.2","15.6","18.8","17.2 (15.6-18.8)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Rhode Island","RI","Total","Total","21.7","20.1","23.3","21.7 (20.1-23.3)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","South Carolina","SC","Total","Total","21.9","20.7","23.1","21.9 (20.7-23.1)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","South Dakota","SD","Total","Total","23.1","20.3","25.8","23.1 (20.3-25.8)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Tennessee","TN","Total","Total","27.3","25.7","28.9","27.3 (25.7-28.9)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Texas","TX","Total","Total","19.7","18.3","21.1","19.7 (18.3-21.1)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","U.S. Virgin Islands","VI","Total","Total","8.4","6.3","10.5","8.4 (6.3-10.5)","8.4% - 18.1%","0-25th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Utah","UT","Total","Total","26.1","24.9","27.2","26.1 (24.9-27.2)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Vermont","VT","Total","Total","25.8","24.3","27.3","25.8 (24.3-27.3)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Virginia","VA","Total","Total","20.4","19.0","21.8","20.4 (19.0-21.8)","18.7% - 21.7%","26-50th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Washington","WA","Total","Total","23.8","23.1","24.5","23.8 (23.1-24.5)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","West Virginia","WV","Total","Total","31.1","29.4","32.9","31.1 (29.4-32.9)","24.1% - 31.1%","76-100th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Wisconsin","WI","Total","Total","22.6","21.5","23.6","22.6 (21.5-23.6)","21.9% - 23.8%","51-75th percentile"
"2023","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Wyoming","WY","Total","Total","21.1","19.5","22.8","21.1 (19.5-22.8)","18.7% - 21.7%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Alabama","AL","Total","Total","24.0","22.2","25.9","24.0 (22.2-25.9)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Alaska","AK","Total","Total","20.3","18.9","21.7","20.3 (18.9-21.7)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Arizona","AZ","Total","Total","20.2","18.9","21.5","20.2 (18.9-21.5)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Arkansas","AR","Total","Total","26.6","24.9","28.2","26.6 (24.9-28.2)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","California","CA","Total","Total","18.1","17","19.1","18.1 (17-19.1)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Colorado","CO","Total","Total","21.3","20.3","22.4","21.3 (20.3-22.4)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Connecticut","CT","Total","Total","19.3","18.1","20.4","19.3 (18.1-20.4)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Delaware","DE","Total","Total","19.9","18","21.7","19.9 (18-21.7)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","District of Columbia","DC","Total","Total","19.6","17.8","21.5","19.6 (17.8-21.5)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Florida","FL","Total","Total","17.8","16.5","19","17.8 (16.5-19)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Georgia","GA","Total","Total","19.2","18","20.4","19.2 (18-20.4)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Guam","GU","Total","Total","11.7","8.6","14.7","11.7 (8.6-14.7)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Hawaii","HI","Total","Total","12.5","11.5","13.6","12.5 (11.5-13.6)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Idaho","ID","Total","Total","22.7","21.4","24","22.7 (21.4-24)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Illinois","IL","Total","Total","17.7","16.2","19.1","17.7 (16.2-19.1)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Indiana","IN","Total","Total","22.8","21.7","23.8","22.8 (21.7-23.8)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Iowa","IA","Total","Total","18.5","17.4","19.6","18.5 (17.4-19.6)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Kansas","KS","Total","Total","19.5","18.4","20.5","19.5 (18.4-20.5)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Kentucky","KY","Total","Total","25.8","23.9","27.7","25.8 (23.9-27.7)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Louisiana","LA","Total","Total","26.4","24.8","27.9","26.4 (24.8-27.9)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Maine","ME","Total","Total","26.3","24.9","27.6","26.3 (24.9-27.6)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Maryland","MD","Total","Total","18.1","17.1","19","18.1 (17.1-19)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Massachusetts","MA","Total","Total","21.6","20.5","22.7","21.6 (20.5-22.7)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Michigan","MI","Total","Total","23.0","21.9","24.1","23.0 (21.9-24.1)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Minnesota","MN","Total","Total","23.5","22.7","24.4","23.5 (22.7-24.4)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Mississippi","MS","Total","Total","20.5","19","22.1","20.5 (19-22.1)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Missouri","MO","Total","Total","21.8","20.5","23","21.8 (20.5-23)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Montana","MT","Total","Total","24.5","23.1","25.8","24.5 (23.1-25.8)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Nebraska","NE","Total","Total","17.0","15.8","18.3","17.0 (15.8-18.3)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Nevada","NV","Total","Total","18.0","16.1","19.8","18.0 (16.1-19.8)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","New Hampshire","NH","Total","Total","25.2","23.5","26.8","25.2 (23.5-26.8)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","New Jersey","NJ","Total","Total","14.6","13.5","15.7","14.6 (13.5-15.7)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","New Mexico","NM","Total","Total","21.0","19.2","22.7","21.0 (19.2-22.7)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","New York","NY","Total","Total","17.8","17","18.6","17.8 (17-18.6)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","North Carolina","NC","Total","Total","21.7","20.1","23.4","21.7 (20.1-23.4)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","North Dakota","ND","Total","Total","21.6","20","23.2","21.6 (20-23.2)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Ohio","OH","Total","Total","25.0","24","26","25.0 (24-26)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Oklahoma","OK","Total","Total","26.9","25.5","28.3","26.9 (25.5-28.3)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Oregon","OR","Total","Total","24.0","22.7","25.4","24.0 (22.7-25.4)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Pennsylvania","PA","Total","Total","21.7","19.8","23.6","21.7 (19.8-23.6)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Puerto Rico","PR","Total","Total","17.5","16.2","18.9","17.5 (16.2-18.9)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Rhode Island","RI","Total","Total","22.3","20.7","23.9","22.3 (20.7-23.9)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","South Carolina","SC","Total","Total","20.0","18.9","21.1","20.0 (18.9-21.1)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","South Dakota","SD","Total","Total","17.9","15.1","20.6","17.9 (15.1-20.6)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Tennessee","TN","Total","Total","29.2","27.5","30.9","29.2 (27.5-30.9)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Texas","TX","Total","Total","19.4","18.3","20.5","19.4 (18.3-20.5)","19.2% - 21.6%","26-50th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","U.S. Virgin Islands","VI","Total","Total","9.5","5.9","13.2","9.5 (5.9-13.2)","9.5% - 18.5%","0-25th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Utah","UT","Total","Total","26.5","25.3","27.7","26.5 (25.3-27.7)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Vermont","VT","Total","Total","24.8","23.5","26.1","24.8 (23.5-26.1)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Virginia","VA","Total","Total","21.8","20.6","22.9","21.8 (20.6-22.9)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Washington","WA","Total","Total","25.0","24.3","25.7","25.0 (24.3-25.7)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","West Virginia","WV","Total","Total","26.9","25.4","28.5","26.9 (25.4-28.5)","24.5% - 29.2%","76-100th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Wisconsin","WI","Total","Total","23.0","21.9","24.1","23.0 (21.9-24.1)","21.7% - 24.0%","51-75th percentile"
"2022","Have you ever been told you have a depressive disorder (including depression, major depression, dysthymia, or minor depression)?","Wyoming","WY","Total","Total","22.1","20.4","23.8","22.1 (20.4-23.8)","21.7% - 24.0%","51-75th percentile"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","Alabama","AL","Total","Total","30.8","29.1","32.6","30.8 (29.1-32.6)","29.7% - 31.3%","26-50th percentile"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","Alaska","AK","Total","Total","30.3","28.3","32.3","30.3 (28.3-32.3)","29.7% - 31.3%","26-50th percentile"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","Arizona","AZ","Total","Total","30.2","28.2","32.2","30.2 (28.2-32.2)","29.7% - 31.3%","26-50th percentile"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","Arkansas","AR","Total","Total","32.3","30.5","34.1","32.3 (30.5-34.1)","31.9% - 32.9%","51-75th percentile"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","California","CA","Total","Total","32.9","31.2","34.6","32.9 (31.2-34.6)","31.9% - 32.9%","51-75th percentile"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","Colorado","CO","Total","Total","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","Connecticut","CT","Total","Total","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","Delaware","DE","Total","Total","32.4","29.9","34.8","32.4 (29.9-34.8)","31.9% - 32.9%","51-75th percentile"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","District of Columbia","DC","Total","Total","35.0","32.7","37.4","35.0 (32.7-37.4)","33.0% - 35.6%","76-100th percentile"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","Florida","FL","Total","Total","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable","Data Unavailable"
"2024","How often do you feel socially isolated from others? (Reworded for 2023-2025: How often do you feel lonely?) (optional module)","Georgia","GA","Total","Total","35.4","33.5","37.4","35.4 (33.5-37.4)","33.0% - 35.6%","76-100th percentile"
